sucursal,fecha_emision,dni_empleado,dni_admin,producto,categoria,familia,cantidad
monteagudo1,,,,KINDOVO,helado,chocolate,0
monteagudo1,,,,MARROC,helado,chocolate,0
monteagudo1,,,,ALMENDRADO,helado,crema blanca,0
monteagudo1,,,,AMERICANA,helado,crema blanca,0
monteagudo1,,,,ARANDANO Y CASSIS,helado,crema blanca,0
monteagudo1,,,,BANANA SPLIT,helado,crema blanca,0
monteagudo1,,,,BANANINA,helado,crema blanca,0
monteagudo1,,,,BISCUIT,helado,crema blanca,0
monteagudo1,,,,CAYOTE CON NUEZ,helado,crema blanca,0
monteagudo1,,,,CEREZA,helado,crema blanca,0
monteagudo1,,,,COCOLECHE,helado,crema blanca,0
monteagudo1,,,,CREMA DE CAFE,helado,crema blanca,0
monteagudo1,,,,CREMA DE HIGO CON NUEZ,helado,crema blanca,0
monteagudo1,,,,CREMA DEL CIELO,helado,crema blanca,0
monteagudo1,,,,CREMA RUSA,helado,crema blanca,0
monteagudo1,,,,DELICIA TELLO,helado,crema blanca,0
monteagudo1,,,,FRUTILLA A LA CREMA,helado,crema blanca,0
monteagudo1,,,,FRUTOS DEL BOSQUE,helado,crema blanca,0
monteagudo1,,,,GRANIZADO,helado,crema blanca,0
monteagudo1,,,,LEMON PIE,helado,crema blanca,0
monteagudo1,,,,MANTECOL,helado,crema blanca,0
monteagudo1,,,,MANZANAS AL OPORTO,helado,crema blanca,0
monteagudo1,,,,MARACUYA,helado,crema blanca,0
monteagudo1,,,,MENTA GRANIZADA,helado,crema blanca,0
monteagudo1,,,,PANACOTTA,helado,crema blanca,0
monteagudo1,,,,PISTACHO,helado,crema blanca,0
monteagudo1,,,,SAMBAYON,helado,crema blanca,0
monteagudo1,,,,TIRAMISU,helado,crema blanca,0
monteagudo1,,,,TORTA BROWNIE,helado,crema blanca,0
monteagudo1,,,,YOGUR GRIEGO,helado,crema blanca,0
monteagudo1,,,,CREMA DON PEDRO,helado,crema vainilla,0
monteagudo1,,,,CREMA FLAN,helado,crema vainilla,0
monteagudo1,,,,KINOTOS AL WHISKY,helado,crema vainilla,0
monteagudo1,,,,VAINILLA,helado,crema vainilla,0
monteagudo1,,,,VAINILLA GRANIZADA,helado,crema vainilla,0
monteagudo1,,,,CHOCOTORTA,helado,dulce de leche,0
monteagudo1,,,,DOLCCINO,helado,dulce de leche,0
monteagudo1,,,,DULCE DE LECHE,helado,dulce de leche,0
monteagudo1,,,,DULCE DE LECHE BOMBON,helado,dulce de leche,0
monteagudo1,,,,DULCE DE LECHE CON NUEZ,helado,dulce de leche,0
monteagudo1,,,,DULCE DE LECHE GRANIZADO,helado,dulce de leche,0
monteagudo1,,,,DULCE DE LECHE TENTACION,helado,dulce de leche,0
monteagudo1,,,,ANANA,helado,frutas,0
monteagudo1,,,,DURAZNO AL AGUA,helado,frutas,0
monteagudo1,,,,FRUTILLA AL AGUA,helado,frutas,0
monteagudo1,,,,LIMON,helado,frutas,0
monteagudo1,,,,MANGO,helado,frutas,0
monteagudo1,,,,Cheescake DL/ Oreo,minitortas,,0
monteagudo1,,,,Dulccina,minitortas,,0
monteagudo1,,,,Nutella,minitortas,,0
monteagudo1,,,,Carita,paletas,,0
monteagudo1,,,,Chancho,paletas,,0
monteagudo1,,,,Clasica,paletas,,0
monteagudo1,,,,Corazon,paletas,,0
monteagudo1,,,,Cristal,paletas,,0
monteagudo1,,,,Dona Banana Split,paletas,,0
monteagudo1,,,,Dona flan,paletas,,0
monteagudo1,,,,Dubai,paletas,,0
monteagudo1,,,,Hello Kitty,paletas,,0
monteagudo1,,,,Pata,paletas,,0
monteagudo1,,,,Tango,paletas,,0
monteagudo1,,,,Torta,paletas,,0
monteagudo1,,,,Vaca Aurora,paletas,,0
monteagudo1,,,,chocolatin,paletas,,0
monteagudo1,,,,Brownie,tartas,,0
monteagudo1,,,,Cabsha,tartas,,0
monteagudo1,,,,Cheescake Tarta,tartas,,0
monteagudo1,,,,Higo,tartas,,0
monteagudo1,,,,Imperial Tarta,tartas,,0
monteagudo1,,,,Lemon Pie Tarta,tartas,,0
monteagudo1,,,,Maracuya Tarta,tartas,,0
monteagudo1,,,,Mousse,tartas,,0
monteagudo1,,,,Rocher,tartas,,0
monteagudo1,,,,Bomba,tortas,,0
monteagudo1,,,,Chaja,tortas,,0
monteagudo1,,,,Imperial,tortas,,0
monteagudo1,,,,Maria Luisa,tortas,,0
monteagudo1,,,,Selva Negra,tortas,,0
monteagudo1,,,,Tropical,tortas,,0
monteagudo1,,,,BOMBON,tortas heladas,,0
monteagudo1,,,,CHOCOOREO,tortas heladas,,0
monteagudo1,,,,CLASICA AM/CHOC,tortas heladas,,0
monteagudo1,,,,CLASICA VAI/ DL,tortas heladas,,0
monteagudo1,,,,DEL AMERICANA,tortas heladas,,0
monteagudo1,,,,DEL DULCE D LECHE,tortas heladas,,0
monteagudo1,,,,OMELETTE,tortas heladas,,0
monteagudo1,,,,PRIMAVERA,tortas heladas,,0
monteagudo1,,,,VERONA,tortas heladas,,0
monteagudo2,,,,DIET AMERICANA,diet,,0
monteagudo2,,,,DIET ANANA,diet,,0
monteagudo2,,,,DIET BANANA,diet,,0
monteagudo2,,,,DIET DULCE DE LECHE,diet,,0
monteagudo2,,,,DIET DURAZNO,diet,,0
monteagudo2,,,,DIET VAINILLA,diet,,0
monteagudo2,,,,BOMBON ROCHER,helado,chocolate,0
monteagudo2,,,,CHOCOLATE,helado,chocolate,0
monteagudo2,,,,CHOCOLATE A LA CUBANA,helado,chocolate,0
monteagudo2,,,,CHOCOLATE AMARGO,helado,chocolate,0
monteagudo2,,,,CHOCOLATE BLANCO,helado,chocolate,0
monteagudo2,,,,CHOCOLATE CON ALMENDRAS,helado,chocolate,0
monteagudo2,,,,CHOCOLATE CON CEREZAS,helado,chocolate,0
monteagudo2,,,,CHOCOLATE DUBAI,helado,chocolate,0
monteagudo2,,,,CHOCOLATE SUIZO,helado,chocolate,0
monteagudo2,,,,KINDOVO,helado,chocolate,0
monteagudo2,,,,MARROC,helado,chocolate,0
monteagudo2,,,,ALMENDRADO,helado,crema blanca,0
monteagudo2,,,,AMERICANA,helado,crema blanca,0
monteagudo2,,,,ARANDANO Y CASSIS,helado,crema blanca,0
monteagudo2,,,,BANANA SPLIT,helado,crema blanca,0
monteagudo2,,,,BANANINA,helado,crema blanca,0
monteagudo2,,,,BISCUIT,helado,crema blanca,0
monteagudo2,,,,CAYOTE CON NUEZ,helado,crema blanca,0
monteagudo2,,,,CEREZA,helado,crema blanca,0
monteagudo2,,,,COCOLECHE,helado,crema blanca,0
monteagudo2,,,,CREMA DE CAFE,helado,crema blanca,0
monteagudo2,,,,CREMA DE HIGO CON NUEZ,helado,crema blanca,0
monteagudo2,,,,CREMA DEL CIELO,helado,crema blanca,0
monteagudo2,,,,CREMA RUSA,helado,crema blanca,0
monteagudo2,,,,DELICIA TELLO,helado,crema blanca,0
monteagudo2,,,,FRUTILLA A LA CREMA,helado,crema blanca,0
monteagudo2,,,,FRUTOS DEL BOSQUE,helado,crema blanca,0
monteagudo2,,,,GRANIZADO,helado,crema blanca,0
monteagudo2,,,,LEMON PIE,helado,crema blanca,0
monteagudo2,,,,MANTECOL,helado,crema blanca,0
monteagudo2,,,,MANZANAS AL OPORTO,helado,crema blanca,0
monteagudo2,,,,MARACUYA,helado,crema blanca,0
monteagudo2,,,,MENTA GRANIZADA,helado,crema blanca,0
monteagudo2,,,,PANACOTTA,helado,crema blanca,0
monteagudo2,,,,PISTACHO,helado,crema blanca,0
monteagudo2,,,,SAMBAYON,helado,crema blanca,0
monteagudo2,,,,TIRAMISU,helado,crema blanca,0
monteagudo2,,,,TORTA BROWNIE,helado,crema blanca,0
monteagudo2,,,,YOGUR GRIEGO,helado,crema blanca,0
monteagudo2,,,,CREMA DON PEDRO,helado,crema vainilla,0
monteagudo2,,,,CREMA FLAN,helado,crema vainilla,0
monteagudo2,,,,KINOTOS AL WHISKY,helado,crema vainilla,0
monteagudo2,,,,VAINILLA,helado,crema vainilla,0
monteagudo2,,,,VAINILLA GRANIZADA,helado,crema vainilla,0
monteagudo2,,,,CHOCOTORTA,helado,dulce de leche,0
monteagudo2,,,,DOLCCINO,helado,dulce de leche,0
monteagudo2,,,,DULCE DE LECHE,helado,dulce de leche,0
monteagudo2,,,,DULCE DE LECHE BOMBON,helado,dulce de leche,0
monteagudo2,,,,DULCE DE LECHE CON NUEZ,helado,dulce de leche,0
monteagudo2,,,,DULCE DE LECHE GRANIZADO,helado,dulce de leche,0
monteagudo2,,,,DULCE DE LECHE TENTACION,helado,dulce de leche,0
monteagudo2,,,,ANANA,helado,frutas,0
monteagudo2,,,,DURAZNO AL AGUA,helado,frutas,0
monteagudo2,,,,FRUTILLA AL AGUA,helado,frutas,0
monteagudo2,,,,LIMON,helado,frutas,0
monteagudo2,,,,MANGO,helado,frutas,0
monteagudo2,,,,Cheescake DL/ Oreo,minitortas,,0
monteagudo2,,,,Dulccina,minitortas,,0
monteagudo2,,,,Nutella,minitortas,,0
monteagudo2,,,,Carita,paletas,,0
monteagudo2,,,,Chancho,paletas,,0
monteagudo2,,,,Clasica,paletas,,0
monteagudo2,,,,Corazon,paletas,,0
monteagudo2,,,,Cristal,paletas,,0
monteagudo2,,,,Dona Banana Split,paletas,,0
monteagudo2,,,,Dona flan,paletas,,0
monteagudo2,,,,Dubai,paletas,,0
monteagudo2,,,,Hello Kitty,paletas,,0
monteagudo2,,,,Pata,paletas,,0
monteagudo2,,,,Tango,paletas,,0
monteagudo2,,,,Torta,paletas,,0
monteagudo2,,,,Vaca Aurora,paletas,,0
monteagudo2,,,,chocolatin,paletas,,0
monteagudo2,,,,Brownie,tartas,,0
monteagudo2,,,,Cabsha,tartas,,0
monteagudo2,,,,Cheescake Tarta,tartas,,0
monteagudo2,,,,Higo,tartas,,0
monteagudo2,,,,Imperial Tarta,tartas,,0
monteagudo2,,,,Lemon Pie Tarta,tartas,,0
monteagudo2,,,,Maracuya Tarta,tartas,,0
monteagudo2,,,,Mousse,tartas,,0
monteagudo2,,,,Rocher,tartas,,0
monteagudo2,,,,Bomba,tortas,,0
monteagudo2,,,,Chaja,tortas,,0
monteagudo2,,,,Imperial,tortas,,0
monteagudo2,,,,Maria Luisa,tortas,,0
monteagudo2,,,,Selva Negra,tortas,,0
monteagudo2,,,,Tropical,tortas,,0
monteagudo2,,,,BOMBON,tortas heladas,,0
monteagudo2,,,,CHOCOOREO,tortas heladas,,0
monteagudo2,,,,CLASICA AM/CHOC,tortas heladas,,0
monteagudo2,,,,CLASICA VAI/ DL,tortas heladas,,0
monteagudo2,,,,DEL AMERICANA,tortas heladas,,0
monteagudo2,,,,DEL DULCE D LECHE,tortas heladas,,0
monteagudo2,,,,OMELETTE,tortas heladas,,0
monteagudo2,,,,PRIMAVERA,tortas heladas,,0
monteagudo2,,,,VERONA,tortas heladas,,0
monteagudo3,,,,DIET AMERICANA,diet,,0
monteagudo3,,,,DIET ANANA,diet,,0
monteagudo3,,,,DIET BANANA,diet,,0
monteagudo3,,,,DIET DULCE DE LECHE,diet,,0
monteagudo3,,,,DIET DURAZNO,diet,,0
monteagudo3,,,,DIET VAINILLA,diet,,0
monteagudo3,,,,BOMBON ROCHER,helado,chocolate,0
monteagudo3,,,,CHOCOLATE,helado,chocolate,0
monteagudo3,,,,CHOCOLATE A LA CUBANA,helado,chocolate,0
monteagudo3,,,,CHOCOLATE AMARGO,helado,chocolate,0
monteagudo3,,,,CHOCOLATE BLANCO,helado,chocolate,0
monteagudo3,,,,CHOCOLATE CON ALMENDRAS,helado,chocolate,0
monteagudo3,,,,CHOCOLATE CON CEREZAS,helado,chocolate,0
monteagudo3,,,,CHOCOLATE DUBAI,helado,chocolate,0
monteagudo3,,,,CHOCOLATE SUIZO,helado,chocolate,0
monteagudo3,,,,KINDOVO,helado,chocolate,0
monteagudo3,,,,MARROC,helado,chocolate,0
monteagudo3,,,,ALMENDRADO,helado,crema blanca,0
monteagudo3,,,,AMERICANA,helado,crema blanca,0
monteagudo3,,,,ARANDANO Y CASSIS,helado,crema blanca,0
monteagudo3,,,,BANANA SPLIT,helado,crema blanca,0
monteagudo3,,,,BANANINA,helado,crema blanca,0
monteagudo3,,,,BISCUIT,helado,crema blanca,0
monteagudo3,,,,CAYOTE CON NUEZ,helado,crema blanca,0
monteagudo3,,,,CEREZA,helado,crema blanca,0
monteagudo3,,,,COCOLECHE,helado,crema blanca,0
monteagudo3,,,,CREMA DE CAFE,helado,crema blanca,0
monteagudo3,,,,CREMA DE HIGO CON NUEZ,helado,crema blanca,0
monteagudo3,,,,CREMA DEL CIELO,helado,crema blanca,0
monteagudo3,,,,CREMA RUSA,helado,crema blanca,0
monteagudo3,,,,DELICIA TELLO,helado,crema blanca,0
monteagudo3,,,,FRUTILLA A LA CREMA,helado,crema blanca,0
monteagudo3,,,,FRUTOS DEL BOSQUE,helado,crema blanca,0
monteagudo3,,,,GRANIZADO,helado,crema blanca,0
monteagudo3,,,,LEMON PIE,helado,crema blanca,0
monteagudo3,,,,MANTECOL,helado,crema blanca,0
monteagudo3,,,,MANZANAS AL OPORTO,helado,crema blanca,0
monteagudo3,,,,MARACUYA,helado,crema blanca,0
monteagudo3,,,,MENTA GRANIZADA,helado,crema blanca,0
monteagudo3,,,,PANACOTTA,helado,crema blanca,0
monteagudo3,,,,PISTACHO,helado,crema blanca,0
monteagudo3,,,,SAMBAYON,helado,crema blanca,0
monteagudo3,,,,TIRAMISU,helado,crema blanca,0
monteagudo3,,,,TORTA BROWNIE,helado,crema blanca,0
monteagudo3,,,,YOGUR GRIEGO,helado,crema blanca,0
monteagudo3,,,,CREMA DON PEDRO,helado,crema vainilla,0
monteagudo3,,,,CREMA FLAN,helado,crema vainilla,0
monteagudo3,,,,KINOTOS AL WHISKY,helado,crema vainilla,0
monteagudo3,,,,VAINILLA,helado,crema vainilla,0
monteagudo3,,,,VAINILLA GRANIZADA,helado,crema vainilla,0
monteagudo3,,,,CHOCOTORTA,helado,dulce de leche,0
monteagudo3,,,,DOLCCINO,helado,dulce de leche,0
monteagudo3,,,,DULCE DE LECHE,helado,dulce de leche,0
monteagudo3,,,,DULCE DE LECHE BOMBON,helado,dulce de leche,0
monteagudo3,,,,DULCE DE LECHE CON NUEZ,helado,dulce de leche,0
monteagudo3,,,,DULCE DE LECHE GRANIZADO,helado,dulce de leche,0
monteagudo3,,,,DULCE DE LECHE TENTACION,helado,dulce de leche,0
monteagudo3,,,,ANANA,helado,frutas,0
monteagudo3,,,,DURAZNO AL AGUA,helado,frutas,0
monteagudo3,,,,FRUTILLA AL AGUA,helado,frutas,0
monteagudo3,,,,LIMON,helado,frutas,0
monteagudo3,,,,MANGO,helado,frutas,0
monteagudo3,,,,Cheescake DL/ Oreo,minitortas,,0
monteagudo3,,,,Dulccina,minitortas,,0
monteagudo3,,,,Nutella,minitortas,,0
monteagudo3,,,,Carita,paletas,,0
monteagudo3,,,,Chancho,paletas,,0
monteagudo3,,,,Clasica,paletas,,0
monteagudo3,,,,Corazon,paletas,,0
monteagudo3,,,,Cristal,paletas,,0
monteagudo3,,,,Dona Banana Split,paletas,,0
monteagudo3,,,,Dona flan,paletas,,0
monteagudo3,,,,Dubai,paletas,,0
monteagudo3,,,,Hello Kitty,paletas,,0
monteagudo3,,,,Pata,paletas,,0
monteagudo3,,,,Tango,paletas,,0
monteagudo3,,,,Torta,paletas,,0
monteagudo3,,,,Vaca Aurora,paletas,,0
monteagudo3,,,,chocolatin,paletas,,0
monteagudo3,,,,Brownie,tartas,,0
monteagudo3,,,,Cabsha,tartas,,0
monteagudo3,,,,Cheescake Tarta,tartas,,0
monteagudo3,,,,Higo,tartas,,0
monteagudo3,,,,Imperial Tarta,tartas,,0
monteagudo3,,,,Lemon Pie Tarta,tartas,,0
monteagudo3,,,,Maracuya Tarta,tartas,,0
monteagudo3,,,,Mousse,tartas,,0
monteagudo3,,,,Rocher,tartas,,0
monteagudo3,,,,Bomba,tortas,,0
monteagudo3,,,,Chaja,tortas,,0
monteagudo3,,,,Imperial,tortas,,0
monteagudo3,,,,Maria Luisa,tortas,,0
monteagudo3,,,,Selva Negra,tortas,,0
monteagudo3,,,,Tropical,tortas,,0
monteagudo3,,,,BOMBON,tortas heladas,,0
monteagudo3,,,,CHOCOOREO,tortas heladas,,0
monteagudo3,,,,CLASICA AM/CHOC,tortas heladas,,0
monteagudo3,,,,CLASICA VAI/ DL,tortas heladas,,0
monteagudo3,,,,DEL AMERICANA,tortas heladas,,0
monteagudo3,,,,DEL DULCE D LECHE,tortas heladas,,0
monteagudo3,,,,OMELETTE,tortas heladas,,0
monteagudo3,,,,PRIMAVERA,tortas heladas,,0
monteagudo3,,,,VERONA,tortas heladas,,0
monteagudo4,,,,DIET AMERICANA,diet,,0
monteagudo4,,,,DIET ANANA,diet,,0
monteagudo4,,,,DIET BANANA,diet,,0
monteagudo4,,,,DIET DULCE DE LECHE,diet,,0
monteagudo4,,,,DIET DURAZNO,diet,,0
monteagudo4,,,,DIET VAINILLA,diet,,0
monteagudo4,,,,BOMBON ROCHER,helado,chocolate,0
monteagudo4,,,,CHOCOLATE,helado,chocolate,0
monteagudo4,,,,CHOCOLATE A LA CUBANA,helado,chocolate,0
monteagudo4,,,,CHOCOLATE AMARGO,helado,chocolate,0
monteagudo4,,,,CHOCOLATE BLANCO,helado,chocolate,0
monteagudo4,,,,CHOCOLATE CON ALMENDRAS,helado,chocolate,0
monteagudo4,,,,CHOCOLATE CON CEREZAS,helado,chocolate,0
monteagudo4,,,,CHOCOLATE DUBAI,helado,chocolate,0
monteagudo4,,,,CHOCOLATE SUIZO,helado,chocolate,0
monteagudo4,,,,KINDOVO,helado,chocolate,0
monteagudo4,,,,MARROC,helado,chocolate,0
monteagudo4,,,,ALMENDRADO,helado,crema blanca,0
monteagudo4,,,,AMERICANA,helado,crema blanca,0
monteagudo4,,,,ARANDANO Y CASSIS,helado,crema blanca,0
monteagudo4,,,,BANANA SPLIT,helado,crema blanca,0
monteagudo4,,,,BANANINA,helado,crema blanca,0
monteagudo4,,,,BISCUIT,helado,crema blanca,0
monteagudo4,,,,CAYOTE CON NUEZ,helado,crema blanca,0
monteagudo4,,,,CEREZA,helado,crema blanca,0
monteagudo4,,,,COCOLECHE,helado,crema blanca,0
monteagudo4,,,,CREMA DE CAFE,helado,crema blanca,0
monteagudo4,,,,CREMA DE HIGO CON NUEZ,helado,crema blanca,0
monteagudo4,,,,CREMA DEL CIELO,helado,crema blanca,0
monteagudo4,,,,CREMA RUSA,helado,crema blanca,0
monteagudo4,,,,DELICIA TELLO,helado,crema blanca,0
monteagudo4,,,,FRUTILLA A LA CREMA,helado,crema blanca,0
monteagudo4,,,,FRUTOS DEL BOSQUE,helado,crema blanca,0
monteagudo4,,,,GRANIZADO,helado,crema blanca,0
monteagudo4,,,,LEMON PIE,helado,crema blanca,0
monteagudo4,,,,MANTECOL,helado,crema blanca,0
monteagudo4,,,,MANZANAS AL OPORTO,helado,crema blanca,0
monteagudo4,,,,MARACUYA,helado,crema blanca,0
monteagudo4,,,,MENTA GRANIZADA,helado,crema blanca,0
monteagudo4,,,,PANACOTTA,helado,crema blanca,0
monteagudo4,,,,PISTACHO,helado,crema blanca,0
monteagudo4,,,,SAMBAYON,helado,crema blanca,0
monteagudo4,,,,TIRAMISU,helado,crema blanca,0
monteagudo4,,,,TORTA BROWNIE,helado,crema blanca,0
monteagudo4,,,,YOGUR GRIEGO,helado,crema blanca,0
monteagudo4,,,,CREMA DON PEDRO,helado,crema vainilla,0
monteagudo4,,,,CREMA FLAN,helado,crema vainilla,0
monteagudo4,,,,KINOTOS AL WHISKY,helado,crema vainilla,0
monteagudo4,,,,VAINILLA,helado,crema vainilla,0
monteagudo4,,,,VAINILLA GRANIZADA,helado,crema vainilla,0
monteagudo4,,,,CHOCOTORTA,helado,dulce de leche,0
monteagudo4,,,,DOLCCINO,helado,dulce de leche,0
monteagudo4,,,,DULCE DE LECHE,helado,dulce de leche,0
monteagudo4,,,,DULCE DE LECHE BOMBON,helado,dulce de leche,0
monteagudo4,,,,DULCE DE LECHE CON NUEZ,helado,dulce de leche,0
monteagudo4,,,,DULCE DE LECHE GRANIZADO,helado,dulce de leche,0
monteagudo4,,,,DULCE DE LECHE TENTACION,helado,dulce de leche,0
monteagudo4,,,,ANANA,helado,frutas,0
monteagudo4,,,,DURAZNO AL AGUA,helado,frutas,0
monteagudo4,,,,FRUTILLA AL AGUA,helado,frutas,0
monteagudo4,,,,LIMON,helado,frutas,0
monteagudo4,,,,MANGO,helado,frutas,0
monteagudo4,,,,Cheescake DL/ Oreo,minitortas,,0
monteagudo4,,,,Dulccina,minitortas,,0
monteagudo4,,,,Nutella,minitortas,,0
monteagudo4,,,,Carita,paletas,,0
monteagudo4,,,,Chancho,paletas,,0
monteagudo4,,,,Clasica,paletas,,0
monteagudo4,,,,Corazon,paletas,,0
monteagudo4,,,,Cristal,paletas,,0
monteagudo4,,,,Dona Banana Split,paletas,,0
monteagudo4,,,,Dona flan,paletas,,0
monteagudo4,,,,Dubai,paletas,,0
monteagudo4,,,,Hello Kitty,paletas,,0
monteagudo4,,,,Pata,paletas,,0
monteagudo4,,,,Tango,paletas,,0
monteagudo4,,,,Torta,paletas,,0
monteagudo4,,,,Vaca Aurora,paletas,,0
monteagudo4,,,,chocolatin,paletas,,0
monteagudo4,,,,Brownie,tartas,,0
monteagudo4,,,,Cabsha,tartas,,0
monteagudo4,,,,Cheescake Tarta,tartas,,0
monteagudo4,,,,Higo,tartas,,0
monteagudo4,,,,Imperial Tarta,tartas,,0
monteagudo4,,,,Lemon Pie Tarta,tartas,,0
monteagudo4,,,,Maracuya Tarta,tartas,,0
monteagudo4,,,,Mousse,tartas,,0
monteagudo4,,,,Rocher,tartas,,0
monteagudo4,,,,Bomba,tortas,,0
monteagudo4,,,,Chaja,tortas,,0
monteagudo4,,,,Imperial,tortas,,0
monteagudo4,,,,Maria Luisa,tortas,,0
monteagudo4,,,,Selva Negra,tortas,,0
monteagudo4,,,,Tropical,tortas,,0
monteagudo4,,,,BOMBON,tortas heladas,,0
monteagudo4,,,,CHOCOOREO,tortas heladas,,0
monteagudo4,,,,CLASICA AM/CHOC,tortas heladas,,0
monteagudo4,,,,CLASICA VAI/ DL,tortas heladas,,0
monteagudo4,,,,DEL AMERICANA,tortas heladas,,0
monteagudo4,,,,DEL DULCE D LECHE,tortas heladas,,0
monteagudo4,,,,OMELETTE,tortas heladas,,0
monteagudo4,,,,PRIMAVERA,tortas heladas,,0
monteagudo4,,,,VERONA,tortas heladas,,0
sept1,,,,DIET AMERICANA,diet,,0
sept1,,,,DIET ANANA,diet,,0
sept1,,,,DIET BANANA,diet,,0
sept1,,,,DIET DULCE DE LECHE,diet,,0
sept1,,,,DIET DURAZNO,diet,,0
sept1,,,,DIET VAINILLA,diet,,0
sept1,,,,BOMBON ROCHER,helado,chocolate,0
sept1,,,,CHOCOLATE,helado,chocolate,0
sept1,,,,CHOCOLATE A LA CUBANA,helado,chocolate,0
sept1,,,,CHOCOLATE AMARGO,helado,chocolate,0
sept1,,,,CHOCOLATE BLANCO,helado,chocolate,0
sept1,,,,CHOCOLATE CON ALMENDRAS,helado,chocolate,0
sept1,,,,CHOCOLATE CON CEREZAS,helado,chocolate,0
sept1,,,,CHOCOLATE DUBAI,helado,chocolate,0
sept1,,,,CHOCOLATE SUIZO,helado,chocolate,0
sept1,,,,KINDOVO,helado,chocolate,0
sept1,,,,MARROC,helado,chocolate,0
sept1,,,,ALMENDRADO,helado,crema blanca,0
sept1,,,,AMERICANA,helado,crema blanca,0
sept1,,,,ARANDANO Y CASSIS,helado,crema blanca,0
sept1,,,,BANANA SPLIT,helado,crema blanca,0
sept1,,,,BANANINA,helado,crema blanca,0
sept1,,,,BISCUIT,helado,crema blanca,0
sept1,,,,CAYOTE CON NUEZ,helado,crema blanca,0
sept1,,,,CEREZA,helado,crema blanca,0
sept1,,,,COCOLECHE,helado,crema blanca,0
sept1,,,,CREMA DE CAFE,helado,crema blanca,0
sept1,,,,CREMA DE HIGO CON NUEZ,helado,crema blanca,0
sept1,,,,CREMA DEL CIELO,helado,crema blanca,0
sept1,,,,CREMA RUSA,helado,crema blanca,0
sept1,,,,DELICIA TELLO,helado,crema blanca,0
sept1,,,,FRUTILLA A LA CREMA,helado,crema blanca,0
sept1,,,,FRUTOS DEL BOSQUE,helado,crema blanca,0
sept1,,,,GRANIZADO,helado,crema blanca,0
sept1,,,,LEMON PIE,helado,crema blanca,0
sept1,,,,MANTECOL,helado,crema blanca,0
sept1,,,,MANZANAS AL OPORTO,helado,crema blanca,0
sept1,,,,MARACUYA,helado,crema blanca,0
sept1,,,,MENTA GRANIZADA,helado,crema blanca,0
sept1,,,,PANACOTTA,helado,crema blanca,0
sept1,,,,PISTACHO,helado,crema blanca,0
sept1,,,,SAMBAYON,helado,crema blanca,0
sept1,,,,TIRAMISU,helado,crema blanca,0
sept1,,,,TORTA BROWNIE,helado,crema blanca,0
sept1,,,,YOGUR GRIEGO,helado,crema blanca,0
sept1,,,,CREMA DON PEDRO,helado,crema vainilla,0
sept1,,,,CREMA FLAN,helado,crema vainilla,0
sept1,,,,KINOTOS AL WHISKY,helado,crema vainilla,0
sept1,,,,VAINILLA,helado,crema vainilla,0
sept1,,,,VAINILLA GRANIZADA,helado,crema vainilla,0
sept1,,,,CHOCOTORTA,helado,dulce de leche,0
sept1,,,,DOLCCINO,helado,dulce de leche,0
sept1,,,,DULCE DE LECHE,helado,dulce de leche,0
sept1,,,,DULCE DE LECHE BOMBON,helado,dulce de leche,0
sept1,,,,DULCE DE LECHE CON NUEZ,helado,dulce de leche,0
sept1,,,,DULCE DE LECHE GRANIZADO,helado,dulce de leche,0
sept1,,,,DULCE DE LECHE TENTACION,helado,dulce de leche,0
sept1,,,,ANANA,helado,frutas,0
sept1,,,,DURAZNO AL AGUA,helado,frutas,0
sept1,,,,FRUTILLA AL AGUA,helado,frutas,0
sept1,,,,LIMON,helado,frutas,0
sept1,,,,MANGO,helado,frutas,0
sept1,,,,Cheescake DL/ Oreo,minitortas,,0
sept1,,,,Dulccina,minitortas,,0
sept1,,,,Nutella,minitortas,,0
sept1,,,,Chancho,paletas,,0
sept1,,,,Clasica,paletas,,0
sept1,,,,Corazon,paletas,,0
sept1,,,,Cristal,paletas,,0
sept1,,,,Dona flan,paletas,,0
sept1,,,,Dubai,paletas,,0
sept1,,,,Hello Kitty,paletas,,0
sept1,,,,Pata,paletas,,0
sept1,,,,Tango,paletas,,0
sept1,,,,Vaca Aurora,paletas,,0
sept1,,,,chocolatin,paletas,,0
sept1,,,,Brownie,tartas,,0
sept1,,,,Cabsha,tartas,,0
sept1,,,,Cheescake Tarta,tartas,,0
sept1,,,,Higo,tartas,,0
sept1,,,,Imperial Tarta,tartas,,0
sept1,,,,Lemon Pie Tarta,tartas,,0
sept1,,,,Maracuya Tarta,tartas,,0
sept1,,,,Mousse,tartas,,0
sept1,,,,Rocher,tartas,,0
sept1,,,,Bomba,tortas,,0
sept1,,,,Chaja,tortas,,0
sept1,,,,Imperial,tortas,,0
sept1,,,,Maria Luisa,tortas,,0
sept1,,,,Selva Negra,tortas,,0
sept1,,,,Tropical,tortas,,0
sept1,,,,BOMBON,tortas heladas,,0
sept1,,,,CHOCOOREO,tortas heladas,,0
sept1,,,,CLASICA AM/CHOC,tortas heladas,,0
sept1,,,,CLASICA VAI/ DL,tortas heladas,,0
sept1,,,,DEL AMERICANA,tortas heladas,,0
sept1,,,,DEL DULCE D LECHE,tortas heladas,,0
sept1,,,,OMELETTE,tortas heladas,,0
sept1,,,,PRIMAVERA,tortas heladas,,0
sept1,,,,VERONA,tortas heladas,,0
